country,description,designation,points,price,taster_name,title,variety,winery
US,Light red-cherry aromas meet with wild sagebrush and graphite on the light and easy nose of this wine from a family vineyard that recently came under new management. The palate offers cranberry juice lifted by crushed thyme and anise.,Zoto,89,30,Matt Kettmann,Zotovich Cellars 2014 Zoto Pinot Noir (Sta. Rita Hills),Pinot Noir,Zotovich Cellars
New Zealand,"For all of this wine's 14.5% alcohol, it's not that rich, instead presenting a medium-bodied, elegant palate feel. Hints of violets and cracked pepper are attractive on the nose, easily marrying with the wine's flavors of black olive, meat, sour plum and slightly pruny notes. Tasted twice, with consistent results.",Zone 2,88,60,Joe Czerwinski,Te Awa 2004 Zone 2 Syrah (Hawke's Bay),Syrah,Te Awa
Italy,"Zonchera is Ceretto's more affordable base Barolo and it offers an excellent taste profile for those who are new to Nebbiolo. The wine opens with a dark, garnet-brown hue and segues to aromas of ripe berry, apple skin, vanilla, licorice and ginger. It's a fruit-forward wine with tight tannins and a polished mouthfeel. It's ready to drink now with fondue or grilled meat.",Zonchera,90,48,,Ceretto 2004 Zonchera  (Barolo),Nebbiolo,Ceretto
Hungary,"This well-made dry Furmint has a complex bouquet of citrus flowers, apple blossom and freshly cut white peach. In the mouth, there are flavors of peach, pineapple and passion fruit that dance on your tongue before the crisp acidic finish.",Zomborka,90,20,Jeff Jenssen,GrÃ_f Degenfeld 2015 Zomborka Furmint (Tokaj),Furmint,GrÃ_f Degenfeld
Hungary,"This Furmint from Tokaj has enticing aromas of lemon, grapefruit peel and vanilla bean. There are lively flavors of lemon curd, dried sage and caramelized apricot in the palate with balanced minerality in the finish.",Zomborka,91,24,Jeff Jenssen,GrÃ_f Degenfeld 2014 Zomborka Furmint (Tokaj),Furmint,GrÃ_f Degenfeld
Hungary,"This well-made dry Furmint has a complex bouquet of citrus flowers, apple blossom and freshly cut white peach. In the mouth, there are flavors of peach, pineapple and passion fruit that dance on your tongue before the crisp acidic finish.",Zomborka,90,20,Jeff Jenssen,GrÃ_f Degenfeld 2015 Zomborka Furmint (Tokaj),Furmint,GrÃ_f Degenfeld
Israel,"This refreshing wine offers aromas of honeydew melon and guava. A palate-pleasing combination of green apple, nectarine and eucalyptus culminate in a mint-tinged finish.",Zohar Adama II,88,24,Mike DeSimone,Tabor 2014 Zohar Adama II White (Galilee),White Blend,Tabor
Australia,"A smooth, easy-to-drink wine made to the New World formula: Sweet caramel, vanilla and peach aromas and flavors, capped off by spicy oak on the finish.",Zoes,86,15,Joe Czerwinski,Nepenthe 2000 Zoes Chardonnay (Adelaide Hills),Chardonnay,Nepenthe
Greece,"This blend of Roditis and Moscofilero offers floral, flirty aromas and a palate that's both fresh and layered. Flavors of lemon, violet and orange are rounded but balanced by lively acidity.",Zoe,90,12,Susan Kostrzewa,Skouras 2013 Zoe White (Peloponnese),White Blend,Skouras
Greece,"Sweet and tart notesâ€”think maraschino cherry and citrusâ€”start this opulent sip. Sweet-tasting cherry and strawberry flavors follow. Not overly complex, but a fun summer wine.",ZoÃ«,84,12,Susan Kostrzewa,Skouras 2011 ZoÃ« RosÃ© (Peloponnese),RosÃ©,Skouras
Greece,"Bright strawberry and cherry aromas are followed by a fruit cup of tropical fruit, cherry and strawberry. Easy-drinking but on the sweet side, this will pair well with fruit or spicy dishes.",ZoÃ«,84,12,Susan Kostrzewa,Skouras 2010 ZoÃ« RosÃ© (Peloponnese),RosÃ©,Skouras
Czech Republic,"On the nose, spice outweighs fruit, with notes of clove and cinnamon backed by a touch of cherry. On the palate, the tables are turned, with black plum and cherry flavors playing host to a soft touch of baking spice that is most evident on the soft finish.",ZnovÃ_n Znojmo,88,15,Jeff Jenssen,Vino z Czech 2013 ZnovÃ_n Znojmo St. Laurent (Moravia),St. Laurent,Vino z Czech
Italy,"This oaky blend of Merlot (60%) and Cabernet Sauvignon (40%) sees 10 months of barrique for extra intense notes of spice, cinnamon, clove and general woodshop. There is black fruit, cola and blackberry pie as well, but the wine needs a few more years of aging to find balance.",Zizzolo,88,,,Fornacelle 2008 Zizzolo  (Bolgheri),Red Blend,Fornacelle
Italy,"Fresh and youthful, this opens with cherry and blackberry scents. It shows firm tannins and good structure on the finish. The blend is 60% Merlot and 40% Cabernet Sauvignon.",Zizzolo,88,15,,Fornacelle 2011 Zizzolo  (Bolgheri),Red Blend,Fornacelle
Italy,"Made with 60% Merlot and 40% Cabernet Sauvignon, this has a shy nose that eventually gives up whiffs of plum and scorched earth. The simple and zesty palate delivers black-skinned fruit and a hint of cedar. Enjoy soon.",Zizzolo,86,15,Kerin Oâ€™Keefe,Fornacelle 2015 Zizzolo  (Bolgheri),Red Blend,Fornacelle
Spain,"Harder and more oily on the nose than desired, with white-fruit aromas that turn sharp. The palate has ample wetness and acidity, but the flavors are somewhat bitter, nutty and oily. It's also mildly bitter on the finish. Something's not quite right here, yet it doesn't seem flawed.",Zios de Lusco,84,19,Michael Schachner,Lusco 2008 Zios de Lusco AlbariÃ±o (RÃ_as Baixas),AlbariÃ±o,Lusco
Spain,"Mellow aromas of lees and white flowers shade simple citrus and melon scents. This is juicy and fresh in the mouth, with citrusy acids pushing tangerine and white grapefruit flavors. A citric finish is fresh but basic.",Zios,88,18,Michael Schachner,Lusco 2012 Zios AlbariÃ±o (RÃ_as Baixas),AlbariÃ±o,Lusco
Spain,"An apple cider aroma comes across dusty, slightly maderized and heavy. This is a plump, wide AlbariÃ±o with pithy citrus and white nectarine flavors. The finish features pithy, fleshy accents. Drink now.",Zios,86,18,Michael Schachner,Lusco 2011 Zios AlbariÃ±o (RÃ_as Baixas),AlbariÃ±o,Lusco
Spain,"Leesy whiffs of cured ham and salami are common, and this folds in grassiness and stone-fruit aromas as well. Chunky and fairly citric on the palate, this tastes mostly of orange and tangerine, while mango and nectarine notes pop up on the finish.",Zios,87,19,Michael Schachner,Lusco 2014 Zios AlbariÃ±o (RÃ_as Baixas),AlbariÃ±o,Lusco
Spain,"Peach, melon and acacia aromas are friendly but simple. This has shearing acidity and thus it comes across fresh but lemony on the palate. Flavors of nectarine, lemon-lime and pineapple finish snappy and with lasting acidity.",Zios,87,20,Michael Schachner,Lusco 2013 Zios AlbariÃ±o (RÃ_as Baixas),AlbariÃ±o,Lusco
US,"Zesty, full-bodied and expansive on the palate, this is a wine that comes around in time, in the glass and in the bottle or decanter. Briny and dancing a fine line between brawn and beauty, it paints a picture of classic green and yellow apple and subtle vanilla spice, with a tropical flirtation happening in the background. Structured, it should cellar well, through 2020.",Zio Tony Ranch,90,65,Virginie Boone,Patz & Hall 2012 Zio Tony Ranch Chardonnay (Russian River Valley),Chardonnay,Patz & Hall
Italy,"This Barbera offers rich black fruits, white pepper and anisette over a subtle layer of chocolate. Its nervous acidity is typical of the grape. This will get even better in a couple of years.",Zio Nando,87,46,Kerin Oâ€™Keefe,Rivetto 2010 Zio Nando  (Barbera d'Alba),Barbera,Rivetto
US,"A classy, spicy oak aroma and very concentrated fruit flavors highlight this full-bodied and firmly tannic wine. It's so layered and saturated with delicious dark fruit that the impression stays on the tongue and palate for a long finish.","Zio Luciano Estate Grown, Produced and Bottled",91,25,Jim Gordon,"Naggiar 2013 Zio Luciano Estate Grown, Produced and Bottled Red (Sierra Foothills)",Red Blend,Naggiar
US,"Very high in alcohol, nearly 18% abv, which gives the sweet blackberry, blueberry and chocolate flavors some heat. It lacks some complexity, and is too soft for development, but it's luscious. Drink up.",Zintage,86,39,,Kasuari 2007 Zintage Zinfandel (Napa Valley),Zinfandel,Kasuari
France,"Sweet, rich and generously sunny peach notes on the nose and the tongue have top notes of honeysuckle. On the palate, the lusciousness is countered and given direction by orange peel freshness. This is all primary and still opulent, brimming with flavors. The finish is medium sweet.",Zinnkoepfle Grand Cru,90,32,Anne KrebiehlÂ MW,Antoine MoltÃ¨s & Fils 2015 Zinnkoepfle Grand Cru Gewurztraminer (Alsace),GewÃ_rztraminer,Antoine MoltÃ¨s & Fils
France,"Whiffs of red-cheeked mirabelle plum, tart red apple, a touch of earth and vivid tangerine immediately signal pleasure. The absolutely straightlaced, concentrated and dry palate adds hints of quince and blood orange. This is dry, even lean but absolutely powerful with bundled flavor. You can feel heat and energy at the core of this, there is real ripeness and force here, played against absolute, vivid and cleansing freshness. High drama indeed. Let it age a while before playing it out. It will be worth the wait. Drink 2022â€“2037.",Zinnkoepfle Grand Cru,96,65,Anne KrebiehlÂ MW,RenÃ© MurÃ© 2015 Zinnkoepfle Grand Cru Riesling (Alsace),Riesling,RenÃ© MurÃ©
France,"A note of reduction still clings to the nose. The palate, however, expresses lemony freshness and sprightly fruit, coated with a darker earthier aspect. The body is dry and concentrated and shows lovely easy freshness. On the finish the lemon wins out and finishes with clean-cut freshness.",Zinnkoepfle Grand Cru,91,32,Anne KrebiehlÂ MW,Antoine MoltÃ¨s & Fils 2015 Zinnkoepfle Grand Cru Riesling (Alsace),Riesling,Antoine MoltÃ¨s & Fils
France,A breezy zingy nose of lemon makes for a very refreshing proposition. The palate does not disappoint and continues in the same tart-but-ripe citrus fashion. The sharp freshness on the dry palate makes the citrus notes shine even more. This is utterly refreshing and totally moreish.,Zinnkoepfle Grand Cru,92,28,Anne KrebiehlÂ MW,La Cave des Vignerons de Pfaffenheim 2015 Zinnkoepfle Grand Cru Riesling (Alsace),Riesling,La Cave des Vignerons de Pfaffenheim
France,"Richly sweet, this is a wine that has traded primary fruitiness with deliciously balanced honey flavor and lively citrus acidity. It's a wine that has richness, intense flavor and the ability to age further.",ZinnkoepflÃ© Grand Cru Vendanges Tardives,92,45,Roger Voss,RieflÃ© 2010 ZinnkoepflÃ© Grand Cru Vendanges Tardives Pinot Gris (Alsace),Pinot Gris,RieflÃ©
France,"Gold in color and unctuously sweet, this is a dense wine. The sweetness is cut with a dry edge and some fresh acidity. It tastes delicious now with flavors of wild honey and apricot skins, but it will certainly age well. Drink until 2024.",ZinnkoepflÃ© Grand Cru Vendanges Tardives,93,45,Roger Voss,RieflÃ© 2011 ZinnkoepflÃ© Grand Cru Vendanges Tardives Pinot Gris (Alsace),Pinot Gris,RieflÃ©
France,"Hugely perfumed, this is a ripe, very rich wine with stacks of flavor piled upon each other. It's a naturally opulent wine, that's sweet with tropical fruits and honey in equal measure. It is very ready to drink, but will also age well, so drink until 2021.",ZinnkoepflÃ© Grand Cru Vendanges Tardives,93,45,Roger Voss,RieflÃ© 2011 ZinnkoepflÃ© Grand Cru Vendanges Tardives Gewurztraminer (Alsace),GewÃ_rztraminer,RieflÃ©
France,This is a very young wine with a long life ahead of it. It's the ultimate Alsace combination of botrytis and Riesling. Brisk acidity and steely structure combine with flavors of ripe honey and dried apricots to yield an impressive wine. Drink from 2016.,ZinnkoepflÃ© Grand Cru SÃ©lection de Grains Nobles,93,45,Roger Voss,RieflÃ© 2011 ZinnkoepflÃ© Grand Cru SÃ©lection de Grains Nobles Riesling (Alsace),Riesling,RieflÃ©
France,"Though not indicated as such on its label, this is a sweet wine. It has spiced, ripe fruit flavors, notably pear, which are deliciously laced with honey and cinnamon notes. There is also a fine streak of lively acidity that keeps this very fresh.",ZinnkoepflÃ© Grand Cru,91,23,Roger Voss,ChÃ¢teau d'Orschwihr 2008 ZinnkoepflÃ© Grand Cru Pinot Gris (Alsace),Pinot Gris,ChÃ¢teau d'Orschwihr
France,"A rich, sweet, honeyed wine, this is full and ripe. It has a style to it, its sweetness and acidity in balance. There is just a hint of dry spice complementing the apricot and lemon flavors. Ready to drink.",ZinnkoepflÃ© Grand Cru,91,,Roger Voss,RieflÃ© 2009 ZinnkoepflÃ© Grand Cru Pinot Gris (Alsace),Pinot Gris,RieflÃ©
France,"Though not indicated as such on its label, this is a sweet wine. It has spiced, ripe fruit flavors, notably pear, which are deliciously laced with honey and cinnamon notes. There is also a fine streak of lively acidity that keeps this very fresh.",ZinnkoepflÃ© Grand Cru,91,23,Roger Voss,ChÃ¢teau d'Orschwihr 2008 ZinnkoepflÃ© Grand Cru Pinot Gris (Alsace),Pinot Gris,ChÃ¢teau d'Orschwihr
France,"Concentrated and full, this has serious structure, dense, dry spiciness as well as rich lychee and mango fruit flavors. The minerality brings out the chalk soil of the ZinnkoepflÃ© vineyard, the highest in Alsace. It's a wine for aging, so don't drink before 2018.",ZinnkoepflÃ© Grand Cru,93,35,Roger Voss,Domaine LÃ©on Boesch 2012 ZinnkoepflÃ© Grand Cru Gewurztraminer (Alsace),GewÃ_rztraminer,Domaine LÃ©on Boesch
France,"Baked apple freshness on the nose segues into a tart, spicy but dry palate. There are peppery edges around tart, crisp green and red-apple fruit. This has an immensely refreshing, lip-smacking core of untamed freshness and thus provides lots of excitement. Not for the faint-hearted, more like a few rounds on a racetrack at breakneck speed. Very invigorating and long.",ZinnkoepflÃ© Grand Cru,92,32,Anne KrebiehlÂ MW,Domaine RieflÃ©-Landmann 2014 ZinnkoepflÃ© Grand Cru Riesling (Alsace),Riesling,Domaine RieflÃ©-Landmann
US,"This new line from the well-regarded Testarossa Winery is a barrel selection emphasizing richness. The wine floods the mouth with succulent raspberries and cherries, with tarter notes of cranberries and red licorice. Earthiness provides extra complexity, and it could age well through 2020.",Zinnia Grandiflora,91,60,,Testarossa 2012 Zinnia Grandiflora Pinot Noir (Santa Lucia Highlands),Pinot Noir,Testarossa
US,"A lovely Zinfandel, soft and dry, with luscious cherry, raspberry and sandalwood flavors, dusted with pepper and cocoa. Easy to drink and versatile with everything from pizza to a grilled steak.",Zinman,88,14,,Perry Creek 2007 Zinman Zinfandel (El Dorado),Zinfandel,Perry Creek
US,"It captures the Sierra Foothills balance of power and seems to have everything in the right proportions, including the price. Deep, nearly opaque garnet in color, it offers cedar and clove aromas that lead to rich fruit flavors like blackberry and boysenberry, firm tannins and full body.",Zinman,90,14,Jim Gordon,Perry Creek 2011 Zinman Zinfandel (El Dorado),Zinfandel,Perry Creek
Spain,"Earthy, rooty aromas of cola, tobacco and baked black plum give way to a drawing, drying palate with rubbery, clampy tannins. Roasted plum, prune and herbal flavors finish loamy in feel but salty in flavor.",Zinio Tempranillo-Graciano,86,15,Michael Schachner,Patrocinio 2012 Zinio Tempranillo-Graciano  (Rioja),Tempranillo Blend,Patrocinio
Spain,"Earthy, rooty aromas of cola, tobacco and baked black plum give way to a drawing, drying palate with rubbery, clampy tannins. Roasted plum, prune and herbal flavors finish loamy in feel but salty in flavor.",Zinio Tempranillo-Graciano,86,15,Michael Schachner,Patrocinio 2012 Zinio Tempranillo-Graciano  (Rioja),Tempranillo Blend,Patrocinio
Spain,"Berry and plum aromas are clean and composed. The wine feels juicy, pure and medium to full in body. Flavors of cherry and plum are spiced up with a white pepper note, while oaky spice and dusty pepper flavors create a lasting, long finish.",Zinio Crianza,89,19,Michael Schachner,Patrocinio 2010 Zinio Crianza  (Rioja),Tempranillo,Patrocinio
Spain,"This starts out leafy and earthy, but improves with airing. A lively palate delivers herbal plum and berry flavors along with ample spice. The finish is bold and bright initially, transitioning to tight and peppery.",Zinio,87,15,Michael Schachner,Patrocinio 2010 Zinio  (Rioja),Tempranillo Blend,Patrocinio
US,"Green-apple skins and grapefruit rinds introduce the nose of this wine, followed by a bit of tropical papaya and melon. The palate show more apple skin and tangy lime as well as a tight minerality.",Zingy,88,20,Matt Kettmann,Buttonwood 2015 Zingy Sauvignon Blanc,Sauvignon Blanc,Buttonwood
US,"Extremely light in color, this always-zippy bottling from winemaker Karen Steinwachs shows wet cement, green grapefruit, cut grass and faint passionfruit aromas. It's lush and tropical on the palate but remains very racy and tight, with lime and more cut grass flavors.",Zingy,90,22,Matt Kettmann,Buttonwood 2016 Zingy Sauvignon Blanc,Sauvignon Blanc,Buttonwood
US,"The expected cut-grass element shows on the nose of this wine from the longtime organic estate, but it also features riper, warmer aromas of nectarine, fragrant lemon skins and a slate minerality. There's lots of energetic pop on the sip, which shows more grass alongside lime juice, pith and skin.",Zingy,88,20,Matt Kettmann,Buttonwood 2014 Zingy Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Buttonwood
US,"Zingy is a great word for this dry, crisp Sauvignon Blanc. The lemon, lime, grapefruit and spice flavors cleanse the palate. Nice with shellfish, goat cheese, grilled veggies.",Zingy,87,18,,Buttonwood Farm 2007 Zingy Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Buttonwood Farm
US,"Extremely light in color, this always-zippy bottling from winemaker Karen Steinwachs shows wet cement, green grapefruit, cut grass and faint passionfruit aromas. It's lush and tropical on the palate but remains very racy and tight, with lime and more cut grass flavors.",Zingy,90,22,Matt Kettmann,Buttonwood 2016 Zingy Sauvignon Blanc,Sauvignon Blanc,Buttonwood
US,"A bit unripe, with some vegetal flavors along with the blackberries. There's also a lot of sweet heat from high alcohol.",Zinfusion Reserve,82,18,,Castoro Cellars 2010 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars
US,"Deep blackberry aromas are laid across a rocky minerality and lifted by touches of coffee and vanilla on the nicely restrained nose of this best-barrel bottling. Cola, blueberry and black gravel show on the palate, framed by firm tannins.",Zinfusion Reserve,90,24,Matt Kettmann,Castoro Cellars 2014 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars
US,"This blend of top Zin lots from across the region isn't made every vintage. This wine shows slightly sour black plum, dark leather, wet soil and a touch of tar on the nose. Dried red fruit is spiced up by dried herbs on the energetic. Acidity and soft tannins emerge toward the caramel-laced finish.",Zinfusion Reserve,88,24,Matt Kettmann,Castoro Cellars 2015 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars
US,"This blend of top Zin lots from across the region isn't made every vintage. This wine shows slightly sour black plum, dark leather, wet soil and a touch of tar on the nose. Dried red fruit is spiced up by dried herbs on the energetic. Acidity and soft tannins emerge toward the caramel-laced finish.",Zinfusion Reserve,88,24,Matt Kettmann,Castoro Cellars 2015 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars
US,"Meaty aromas of blueberry and dark strawberry pair nicely with roasting pork, violets and teriyaki on this wine's elegant and complex nose. The palate combines beef jerky with milk chocolate, blueberry and blackberry, simultaneously savory with smoky meat and juicy with lavish fruit.",Zinfusion Reserve,90,24,Matt Kettmann,Castoro Cellars 2013 Zinfusion Reserve Zinfandel (Paso Robles),Zinfandel,Castoro Cellars
US,"A good, lusty Zinfandel, robust and sweet in berry, mocha, tobacco, cola and spice flavors. It's a blend of Ottomino's various vineyards.",Zinfinity,86,18,,Ottimino Vineyards 2008 Zinfinity Zinfandel (Sonoma County),Zinfandel,Ottimino Vineyards
US,"From a selection of its best vineyards across the county, this producer showcases a majority of the variety with 16% Petite Sirah, all aged in French oak, 25% of it new. Black olive, spicy leather and cinnamon make for a bold, dry and boisterous wine that's entirely enjoyable, integrated in terms of both tannin and oak.",Zinfinity,91,20,Virginie Boone,Ottimino Vineyards 2013 Zinfinity Zinfandel (Sonoma County),Zinfandel,Ottimino Vineyards
US,"Co-released with the 2007 Zin-Petite Sirah blend, this wine shows the same characteristics. It's dryish, tannic and rustic, with peppery flavors framing berries, currants and smoked meat. Give it a good decant before serving.",Zinfandel-,86,28,,Watkins Family 2008 Zinfandel- Petite Sirah (Sonoma County),Petite Sirah,Watkins Family
US,"A robust blend of two popular varieties, this full-bodied red is basically dry and fairly tannic. It's enormously rich and extracted in blackberries and cherries, with notes of bacon, beef jerky, tobacco and scads of peppery spices. Drink now.",Zinfandel-,86,28,,Watkins Family 2007 Zinfandel- Petite Sirah (Sonoma County),Petite Sirah,Watkins Family
US,"Light and sweet, with raspberry jelly flavors and lots of acidity.",Zinfandel,82,10,,Glen Ellen 2009 Zinfandel RosÃ© (California),RosÃ©,Glen Ellen
US,"Overtly sugary, basically a dessert wine, with raspberry, vanilla and spice flavors.",Zinfandel,81,10,,Glen Ellen 2008 Zinfandel RosÃ© (California),RosÃ©,Glen Ellen
US,"This wine demands attention for its deep, dark color, distinct smoke, bacon and maple syrup aromas, rich fruit flavors and a texture saturated with fine tannins. It will appeal to those who love boldness, lots of oak flavor and full body.",Zinderella,88,25,Jim Gordon,Imagination Wines 2013 Zinderella Zinfandel (Lodi),Zinfandel,Imagination Wines
France,"The nose is like pear juice spilled onto warm earth, while the palate is more citrus-focused. A seam of almost tropical acidity links lemon to notes of pineapple, lifted by joyful freshness.",Zind,90,30,Anne KrebiehlÂ MW,Domaine Zind-Humbrecht 2013 Zind White (Alsace),Alsace white blend,Domaine Zind-Humbrecht
France,"The flinty but utterly promising scent of reduction still hovers above this wine: clearly this is not meant to be drunk now. The palate underneath already tells of the freshest apple fruit, of depth and purity plus a woody roundness. Let this sleep in your cellar until 2017â€“2023.",Zind,92,30,Anne KrebiehlÂ MW,Domaine Zind-Humbrecht 2014 Zind White (Alsace),Alsace white blend,Domaine Zind-Humbrecht
US,"Made in a forwardly delicious style from older vines, the XXXV designation is for Sausal's 35th anniversary. The aromas and flavors range from briary blackberries and cherries through carob and licorice to cedar, sweet candle wax, bacon, black pepper and soy sauce. Should develop over the next 6 years.",Zin XXV,88,35,,Sausal 2006 Zin XXV Zinfandel (Alexander Valley),Zinfandel,Sausal
US,"Fruity and slightly candied flavors make this wine taste fresh and soft. One of very few vineyard-designated white Zins, it has strawberry and raspberry jam flavors, relatively full body and a rich texture.",Zin Nymph Sophia Favaloro Vineyard White,87,18,Jim Gordon,Rock Wall 2016 Zin Nymph Sophia Favaloro Vineyard White Zinfandel (Contra Costa County),Zinfandel,Rock Wall
US,"Unlike many Zinfandel rosÃ©s, this one is dry. A bright pink color, aromas like canteloupe and flavors like watermelon and fresh grapes add up to a light-tasting but rather full-bodied and soft-textured wine.",Zin Nymph,86,22,Jim Gordon,Rock Wall 2014 Zin Nymph RosÃ© (Lodi),RosÃ©,Rock Wall
US,"A light-bodied wine that is blended with 8% Carignane and 4% Petite Sirah, the whole aged nearly two years in French and American oak. There's a thread of minty eucalyptus lurking in this wine, which is lean on the palate, with a suggestion of raspberry and blackberry.",Zin Master,86,35,Virginie Boone,Spicy Vines 2013 Zin Master Zinfandel (Russian River Valley),Zinfandel,Spicy Vines
US,"Blended with 20% Syrah, then aged almost two years in nearly all-new American oak, this wine is a mouthful of leather and tannin, with a dash of black pepper on the finish.",Zin Master,85,32,Virginie Boone,Spicy Vines 2012 Zin Master Zinfandel (Sonoma County),Zinfandel,Spicy Vines
US,"A peppery nose, tart wine, with plenty of acid, perhaps too much acid. The mouthfeel is awkward, unbalanced, and the finish is odd. It tastes over-manipulated.",Zin Man,83,12,Paul Gregutt,Perry Creek 1998 Zin Man Zinfandel (Sierra Foothills),Zinfandel,Perry Creek
Georgia,"This dark-salmon-colored fortified sweet wine has a nose of toasted almond, apricot jam and honeysuckle. It is like liquid honey on the palate, with flavors of marzipan, apricot jam and caramel and a smooth, bright finish.",Zigu,89,27,Mike DeSimone,Shumi Winery NV Zigu Other (Kakheti),Other,Shumi Winery
Georgia,"This dark-salmon-colored fortified sweet wine has a nose of toasted almond, apricot jam and honeysuckle. It is like liquid honey on the palate, with flavors of marzipan, apricot jam and caramel and a smooth, bright finish.",Zigu,89,27,Mike DeSimone,Shumi Winery NV Zigu Other (Kakheti),Other,Shumi Winery
Italy,"This blend of 70% Sangiovese, 15% Sagrantino, 8% Merlot and 7% Cabernet Sauvignon offers aromas of underbrush, espresso, mocha and blackberry. On the palate, coffee and vanilla notes back up ripe plum, black cherry and white pepper. Firm, tightly knit tannins give structure but needs time to soften and unwind.",Ziggurat,89,13,Kerin Oâ€™Keefe,Tenute Lunelli 2010 Ziggurat  (Montefalco Rosso),Red Blend,Tenute Lunelli
Italy,"Exotic spice, plum, French oak and underbrush aromas lead the nose while the juicy palate offers espresso, raspberry jam and a hint of star anise. It's chewy, with close-grained tannins.",Ziggurat,88,17,Kerin Oâ€™Keefe,Tenute Lunelli 2014 Ziggurat  (Montefalco Rosso),Red Blend,Tenute Lunelli
Italy,"This blend of 70% Sangiovese, 15% Sagrantino, 8% Merlot and 7% Cabernet Sauvignon offers aromas of underbrush, espresso, mocha and blackberry. On the palate, coffee and vanilla notes back up ripe plum, black cherry and white pepper. Firm, tightly knit tannins give structure but needs time to soften and unwind.",Ziggurat,89,13,Kerin Oâ€™Keefe,Tenute Lunelli 2010 Ziggurat  (Montefalco Rosso),Red Blend,Tenute Lunelli
Italy,"Exotic spice, plum, French oak and underbrush aromas lead the nose while the juicy palate offers espresso, raspberry jam and a hint of star anise. It's chewy, with close-grained tannins.",Ziggurat,88,17,Kerin Oâ€™Keefe,Tenute Lunelli 2014 Ziggurat  (Montefalco Rosso),Red Blend,Tenute Lunelli
US,"The nose on this wine by oil worker-turned-winemaker Ert Sevtap offers lifting aromas of blueberry and mint. The spearmint notes carry to the palate as well, which also shows blackberry fruit and roasted beef meatiness.",Zig-A-Zig-Ahh,87,38,Matt Kettmann,Sevtap 2012 Zig-A-Zig-Ahh Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Sevtap
US,"The nose on this wine by oil worker-turned-winemaker Ert Sevtap offers lifting aromas of blueberry and mint. The spearmint notes carry to the palate as well, which also shows blackberry fruit and roasted beef meatiness.",Zig-A-Zig-Ahh,87,38,Matt Kettmann,Sevtap 2012 Zig-A-Zig-Ahh Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Sevtap
Austria,"Softly scented notes of ripe, yellow pears play on the nose. On the palate they become lusciously mouth-filling with their unobtrusive, friendly softness. There is a backbone of freshness and wonderful depth of lemon, with pear-scented concentration.",Zieselrain,91,16,Anne KrebiehlÂ MW,Unger 2015 Zieselrain GrÃ_ner Veltliner (Kremstal),GrÃ_ner Veltliner,Unger
Austria,"While the citrus aromas are subtle, the linear palate discloses lemony concentration and green pear, lending precision and structure rather than aromatics. The wine calls for sturdy food.",Zieselrain,90,,Anne KrebiehlÂ MW,Unger 2013 Zieselrain GrÃ_ner Veltliner (Kremstal),GrÃ_ner Veltliner,Unger
Austria,"Conference pear and yellow Mirabelle plum notes make an appearance in this wine. The palate, which has some noticeable spritz, evokes more green citrus with its dry slenderness. Yet, it finishes full-fruited.",Ziesel,90,20,Anne KrebiehlÂ MW,Unger 2016 Ziesel GrÃ_ner Veltliner (Kremstal),GrÃ_ner Veltliner,Unger
Austria,"The contrast between high-toned acidity and fragrant richness creates real thrill. In the cooler 2014 vintage the usually oily sumptuousness of Rotgipfler and Zierfandler is totally tempered by citric freshness, an incarnation that is no less appetizing. The finish is wonderfully clean and zesty.",Zierfandler-Rotgipfler,90,25,Anne KrebiehlÂ MW,Stift Klosterneuburg 2014 Zierfandler-Rotgipfler White (Thermenregion),Austrian white blend,Stift Klosterneuburg
Austria,"High-toned notes of freshly-cut hay-meadows, mossy undergrowth and ripe pears provide a complex background for this rounded yet toned harmony of allspice, pear and hazelnut. A winning combination that calls for food.",Zierfandler Rotgipfler,92,,Anne KrebiehlÂ MW,Stift Klosterneuburg 2012 Zierfandler Rotgipfler White (Thermenregion),White Blend,Stift Klosterneuburg
Austria,"Now approaching maturity, the wine is showing its tropical fruit flavors and aromas. Ripe and full in the mouth with a rich, but lively acidity, it's an impressive expression of Sauvignon Blanc. Glass stopper.",Zieregg Grosse Lage,92,,Roger Voss,Manfred Tement 2010 Zieregg Grosse Lage Sauvignon Blanc (SÃ_doststeiermark),Sauvignon Blanc,Manfred Tement
Austria,"With its richness and complex wood and spice character, this is an ageworthy wine. It has weight and concentration, with a series of flavors that go deep into the powerful interior. Tropical fruit notes balance with the wine's herbal edge.",Zieregg Grosse Lage,93,,Roger Voss,Manfred Tement 2009 Zieregg Grosse Lage Sauvignon Blanc (SÃ_dsteiermark),Sauvignon Blanc,Manfred Tement
